名称,总阅读数,总鲜花数,总催更票数,总打赏(单位万),总月票数,总分享次数,评分,好评人数,小说分类
我的武功，会变成邪神！,1010422,131339,111,8352,59,1,10,15038人,恐怖灵异
四合院：开局六库仙贼，逼疯贾氏,885551,74659,4,1500,8,0,10,5986人,恐怖灵异
让你做防弹衣，这机甲什么鬼？,3279756,460601,236,104.9万,11,0,10,25350人,军事历史
四合院：从轧钢厂厂医开始,580370,21874,0,200,6,0,10,2200人,同人小说
大秦：说好是演习，你却趁机篡位,373463,50009,39,31.4万,21,0,10,4744人,军事历史
偷看剧本后，全体女主扶我上位！,1310384,74761,43,46.8万,10,0,10,6838人,青春校园
大航海：我从零建设最强王国,2102440,146753,21,18.2万,36,0,10,11789人,同人小说
原神：我，璃月剑仙，剑斩天理,1929112,195435,134,4.6万,62,1,10,12428人,科幻网游
抗战：军事援助,3497677,266814,148,3.6万,26,1,10,22415人,军事历史
四合院：开局暴打许大茂,647380,18370,4,12.1万,1,0,10,608人,同人小说
全民浮岛：农场无限进化,1329741,224074,50,26.4万,44,0,10,20353人,科幻网游
精灵：开局一只火稚鸡,1302421,94202,77,7352,22,0,10,7911人,同人小说
武侠：少林大师兄，破戒魔女绾绾,617109,30369,7,2.1万,14,0,10,2761人,武侠仙侠
足球：开局点满99的传球值,2526722,402507,237,3.8万,25,0,10,25087人,科幻网游
收录骑士名场面，开局危险兔坦！,493734,45405,5,6252,26,0,10,6008人,同人小说
穿书成反派，开局女主献上至尊骨,840981,175115,28,67万,57,1,10,9226人,玄幻奇幻
大秦：朕让你监国，不是重建大秦,4017064,357489,193,79.7万,13,0,10,20314人,军事历史
从全职猎人开始当道具大师,6554998,1644133,907,14万,33,4,10,137782人,同人小说
三国：开局给曹操打造滑盖棺材,728322,30094,41,64.6万,14,0,10,4954人,军事历史
双穿门：开局上交民国位面,2190995,345490,136,18.3万,26,2,10,26863人,军事历史
全球转职：开局绑定神象镇狱劲！,200114,29352,2,65.1万,64,0,10,3617人,玄幻奇幻
数据觉醒：刷图就给终极天赋,1552006,272879,85,5888,42,0,10,15958人,科幻网游
恐怖复苏：我创造了十大鬼神！,1671097,153124,98,93万,25,1,10,14683人,恐怖灵异
大明:朕，把副本献给全民！,598058,60969,5,5.2万,47,0,10,7795人,武侠仙侠
国运骑士战争：我，开局黑暗帝骑,1530877,105476,39,1.5万,31,0,10,10879人,都市言情
女主播惊了，你管这叫vr游戏？,907554,129485,29,1.6万,12,0,10,9641人,都市言情
同桌还是傻白甜，忽悠她做老婆,277147,275791,10,96.2万,255,0,10,9362人,都市言情
军队让我拍宣传片，开局选择士兵,585382,28621,2,4万,6,0,10,1434人,都市言情
视频通万朝，开局盘点十大奸臣,1845983,55344,137,8776,7,0,10,5084人,军事历史
刚毕业，校花女朋友就怀孕了,2075287,413881,240,11万,16,0,10,12925人,都市言情
让你拍警队宣传片，你震撼全球？,603244,20500,4,1988,6,0,10,2563人,都市言情
年代：从牧马人开始,507258,110451,16,6464,52,0,10,8628人,同人小说
大明：我祖父，洪武大帝朱元璋,682445,15331,61,5400,5,0,10,1591人,军事历史
被鬼敲门的我，抢过菜刀就追了出去,1949948,541077,323,36.7万,52,0,10,35108人,恐怖灵异
人在棋魂：开局神级选择,660797,127756,78,1.1万,44,0,10,12770人,同人小说
四合院：开局坑死棒梗和贾张氏,2057736,259539,38,31.1万,12,0,10,13325人,都市言情
四合院：我养毒宠，都别惹我,241034,19813,0,1964,36,0,10,1926人,同人小说
反派：女主听到了我心声，人设崩了,971262,85276,62,23.1万,19,0,10,8498人,都市言情
三国：三千秦锐士，开局惊退刘备,352769,20839,4,55.4万,19,0,10,1879人,军事历史
四合院：开局大反派，惹我坑死你,2499118,284319,121,12.4万,18,0,10,20681人,同人小说
视频通动漫，盘点十大战力天花板,2746522,116985,214,1.7万,7,0,10,7829人,同人小说
我，监考诸天，考哭百万主角,3664497,471024,407,95.1万,8,2,10,29998人,轻小说
从觉醒黑洞果实开始当暴君,388642,29996,25,6888,39,0,10,4510人,同人小说
武侠：我宋青书，开局名剑八式！,1007386,75117,10,5万,7,0,10,4734人,武侠仙侠
我！地表最强身份被重生者曝光了,2526412,332952,171,215.6万,23,0,10,23817人,都市言情
灭族之夜，我将族人送往次元副本,374812,26518,0,2688,13,0,10,1638人,同人小说
国运：全人类退化，我是漏网之鱼,1647228,135442,60,8964,9,1,10,7652人,都市言情
疯了吧，开局扮演狗化的杀生丸？,165392,47394,9,21.3万,31,0,10,2285人,都市言情
全球副本：开局创造全民超能时代,421460,61587,14,25.4万,36,0,10,5864人,都市言情
网球:王者成就全知全能,1983912,457131,163,2.4万,22,0,10,34521人,同人小说
综武：开局被劫上明月峡,2141822,238936,8,2964,23,0,10,31007人,武侠仙侠
对话光之国，盘点十大最强巨人,4538111,337563,335,39.7万,0,0,10,28699人,玄幻奇幻
娱乐：从童星开始,3571134,1008050,90,5万,59,0,10,107931人,都市言情
我是鸣人，开局献祭阿修罗,6593427,1314553,197,5.3万,8,0,10,96153人,同人小说
武侠:我大反派的身份即将被曝光,4144263,412138,210,1.7万,36,0,10,51288人,武侠仙侠
四合院：从征服秦淮茹开始,982797,91103,8,15.1万,6,0,10,4737人,同人小说
lol：开局剪辑十大夺冠名场面,450452,223293,69,1.3万,44,2,10,13376人,科幻网游
疯了，系统把任务共享给了国家,476772,92818,12,91.7万,41,0,10,5829人,都市言情
崩坏的中忍考试,12430202,3701796,3836,57.5万,63,17,10,267853人,同人小说
大秦法圣：被六帝偷听心声百年,1918741,163529,50,1.2万,15,0,10,13676人,军事历史
霹雳之单锋剑神,742870,309239,95,6.8万,77,0,10,31531人,同人小说
星系精灵时代：我知道所有攻略！,761596,126072,27,1.1万,35,0,10,9981人,科幻网游
航海：我有一个兄弟叫巴雷特,1383524,96584,61,9052,41,0,10,9518人,同人小说
播放次元名场面，开局无限剑制,2245236,18932,17,15.1万,2,0,10,3956人,同人小说
大秦:开局获得无双剑匣,638774,113621,50,2264,22,0,10,7558人,武侠仙侠
举报校花早恋，我却被全校通报了,813281,47054,35,2588,0,0,10,3988人,都市言情
美漫直播算命：算哭了寡姐和猫女,548989,93999,30,12.6万,40,3,10,10014人,同人小说
都市：开局上交生化危机副本,2873814,579128,288,19.9万,29,0,10,41370人,同人小说
开局创建聊天群，进群就送系统,1410546,76162,12,4152,19,0,10,9372人,轻小说
大秦：开局弹劾秦始皇,1963206,231930,84,95.8万,14,0,10,13450人,军事历史
玄幻天道曝光：我的重瞳藏不住了,4098206,125358,152,55.6万,8,1,10,7448人,玄幻奇幻
都市剧：开局迷倒关雎尔和曲妖精,848840,118095,17,1.2万,20,0,10,10555人,同人小说
开局：我，杰顿幼体吃了叶腐,481377,70949,52,2064,16,0,10,3503人,同人小说
四合院：开局送许大茂进局子,442803,3153,12,3.2万,0,0,10,615人,同人小说
刚进弑神，加入聊天群,2038715,153680,9,21.3万,26,5,10,18209人,同人小说
武侠：捡尸邀月，奖励无双剑匣,1064530,75226,6,300,12,0,10,4159人,武侠仙侠
我和贞德是狱友,835364,124877,51,32.2万,23,0,10,9995人,同人小说
国运:扮演暗裔剑魔，队友北斗姐,716318,50254,63,5916,36,0,10,6017人,都市言情
抗战番号:我李大本事真有本事,1765619,389593,138,2.4万,10,1,10,22129人,军事历史
洪荒：儒道至圣，开局废了人教,478414,8278,0,144.1万,1,0,10,654人,玄幻奇幻
四合院：逼我捐骨髓，还想我腾房,316447,3723,0,17万,2,0,10,791人,同人小说
四合院：偷我鸡，还让我接济寡妇,769484,71308,1,26.1万,7,0,10,2292人,同人小说
王者：KPL最强新人王,5873287,681599,410,39.6万,7,0,10,56579人,科幻网游
大唐：传承邪剑仙，一念灭神魔！,2643602,229603,376,1.1万,8,0,10,16385人,军事历史
直播算命：开局送和尚去坐牢,1872985,150641,90,22.7万,12,0,10,11496人,都市言情
人在四合院：从普通住户开始,2593007,330225,131,1.1万,13,1,10,30182人,同人小说
隋唐：求你别监国了，我李家投降,1363897,176160,45,78.4万,8,0,10,4641人,军事历史
快苟到世界第一，你实名制了？,250012,50954,7,12.1万,23,0,10,3623人,科幻网游
拍摄古惑仔，一夜之间百万大哥齐出现！,423679,11301,1,788,6,1,10,1587人,都市言情
通天遗嘱，截教还有个万古大师兄,387153,26300,2,11.3万,2,0,10,1836人,玄幻奇幻
重生91：从大院子弟到金融寡头,1837220,135978,47,21.1万,6,1,10,17403人,都市言情
大唐：我，太子，降服武媚娘,1389869,88663,20,29.7万,3,0,10,4560人,军事历史
反派：开局和主角老妈结婚,234878,8996,2,34万,28,0,10,1750人,都市言情
武侠：开局拥有三千不死锦衣卫,2094063,264157,91,36.6万,8,0,10,19890人,武侠仙侠
四合院：我，傻柱，开局结婚,768167,11709,8,200,9,0,10,2429人,同人小说
重生港综：从七十年代开始崛起！,3084183,514311,228,2.8万,15,0,10,36622人,都市言情
人在风都，开局解锁01科技,2816269,279235,121,2万,23,0,10,22626人,同人小说
港片：人在东星，绰号皇帝,2131626,158157,78,9万,5,0,10,11196人,同人小说
开局仙王杀劫？我从仙古苟到末法,1175416,66128,58,31.2万,9,0,10,5326人,玄幻奇幻
报告大当家，我们把李师师抢上山了！,6079783,891288,638,45.3万,9,0,10,55471人,军事历史
抗战：我李云龙也想学开车,1924983,136921,58,4676,13,0,10,8961人,军事历史
特种兵：我无敌了你却要我带新兵,1074366,132952,75,72.8万,15,0,10,6095人,军事历史
人在提瓦特，开局扮演幼闪！,1535375,128678,45,3588,12,0,10,10043人,同人小说
人在四合院，我比反派还要凶！,1158891,101744,78,3188,0,0,10,4360人,都市言情
紫眼僵尸王：我能往返僵约世界,1259304,194825,11,12.4万,41,0,10,17301人,同人小说
娱乐：演戏十年，从向往开始曝光,5372339,984844,214,17.7万,30,1,10,136749人,都市言情
三国：开局成为青州之主,482941,33415,3,1200,18,0,10,3509人,军事历史
武侠：以身相许，吓哭����师妃暄,1043103,188088,4,100.7万,14,0,10,3358人,武侠仙侠
四合院：普通住户不好惹,436491,1827,0,688,0,0,10,504人,同人小说
我，武侠大帝，在聊天群扮演安澜,1076847,47785,17,2000,29,0,10,11359人,同人小说
四合院：坐看风云起,715809,33705,4,1476,11,0,10,3529人,同人小说
罗杰遗言：财宝？都在我兄弟那！,492326,24540,10,1988,8,0,10,1838人,同人小说
洪荒盲盒，开局荒天帝开出仙杏！,3173681,276325,160,68万,12,0,10,13103人,玄幻奇幻
综漫日常：有金手指的我只想躺平,1656361,234193,31,11.5万,61,0,10,20353人,同人小说
女科学家在抗战：开局老李筹粮,2161478,175289,126,7464,16,0,10,8528人,军事历史
空军：我有一座飞行模拟仓,6895703,1240325,702,26.7万,6,0,10,65941人,军事历史
视频通美漫，开局盘点十大英雄,2305056,248156,261,22.3万,4,0,10,18710人,同人小说
相亲当天，领完证新娘出差一个月,2196744,213785,113,55.8万,10,12,10,9873人,都市言情
整蛊专家，阿杰，你还有个弟弟！,179857,183716,0,1700,33,0,10,3497人,同人小说
全民觉醒：我有无数平行宇宙,614707,99157,22,20.4万,75,2,10,6070人,都市言情
我造无人机的事情，东窗事发了,519163,37164,6,74.2万,17,0,10,2853人,都市言情
完美老爸是大佬,427597,20043,6,1688,22,0,10,2176人,都市言情
女装的我，开局帮周姐做人工呼吸,2805568,1197121,1162,47.5万,102,0,10,58500人,都市言情
再不让我死，我就真无敌了,7799418,995999,1111,73.4万,11,6,10,63734人,武侠仙侠
洪荒：奖励神话仙秦，堵门紫霄宫,307155,16531,20,85.1万,18,0,10,1302人,玄幻奇幻
港片：我差佬，兼职杀手不过分吧,544957,18669,3,27万,17,0,10,5003人,同人小说
大秦：帝国人屠，签到大雪龙骑,2003695,224860,139,1.2万,2,2,10,9907人,军事历史
四合院：开局抢了娄晓娥进小世界,2610472,268300,73,1.9万,14,1,10,22510人,玄幻奇幻
特工：签到六十天，震惊郑耀先！,964883,74146,15,4052,18,0,10,4207人,军事历史
剑行霹雳天之道,5395745,2204896,764,17.1万,58,1,10,216878人,同人小说
大秦：生活技能满级的我无敌了！,583296,4177,3,1100,7,1,10,1182人,军事历史
指点盗墓：历史老师，开局麒麟血,319609,109709,0,100.1万,16,0,10,1224人,都市言情
人在四合院：我成了坑神,730670,49653,6,27.1万,3,0,10,3317人,同人小说
十世轮回，女主们全病娇黑化了,927071,53843,84,11.3万,12,0,10,5677人,玄幻奇幻
大秦：开局推演六库仙贼,1112648,78198,26,1188,6,0,10,5012人,武侠仙侠
某氪学的训练家,828765,344809,15,61.6万,59,0,10,18453人,同人小说
四合院神医：开局拒绝许大茂求医,1342941,60043,13,20.5万,30,0,10,8848人,同人小说
反派：在书中连载剧情，女主崩了,458609,57797,51,6276,32,1,10,6340人,都市言情
大秦：签到十年，传承新截马仙洪,591535,68800,5,21.1万,16,0,10,3304人,军事历史
都市之影视穿越大反派,31481427,1218239,1083,26.7万,26,53,10,115047人,同人小说
反派：从千年内力开始无敌,537280,34123,16,1800,28,0,10,4781人,武侠仙侠
我，超古代最强，加入聊天群！,634168,25268,8,700,5,0,10,3649人,同人小说
武侠：我，武当酒剑仙,409294,17456,11,1300,12,0,10,1773人,武侠仙侠
四合院：从陶瓷美术师开始,3646203,213298,52,4140,4,0,10,14610人,同人小说
终极系列：开局盘点十大潜力榜,329872,57026,18,2488,49,0,10,4028人,同人小说
四合院：开局娄晓娥给我生了个娃,534513,13091,17,200,3,0,10,2060人,都市言情
木叶通灵王,1243865,123162,43,8688,15,0,10,5710人,同人小说
四合院：当年退婚爽，如今悔断肠,151598,21548,0,1000,39,0,10,1843人,同人小说
从妖清开始，把历史打造成神话！,2551967,390805,140,79万,37,0,10,33293人,军事历史
天师下山，亿级金光咒横推！,324337,26088,21,16.3万,23,0,10,2500人,都市言情
盘点十大天团组织，开局曝光酒厂,2221911,102229,37,10.1万,5,0,10,6932人,同人小说
大秦：祖龙把我的嫡子身份曝光了,587338,47943,8,26.2万,14,0,10,2357人,军事历史
nba：养老的我，被啃老了,294851,18190,0,1276,17,0,10,1291人,科幻网游
郭嘉遗嘱：吾弟可助主公成就霸业,298451,31674,1,18.1万,5,0,10,1264人,军事历史
四合院：我是何雨柱,2242405,250678,90,6288,2,0,10,15236人,同人小说
四合院：开局和易中海撕破脸皮,355717,2857,0,200,6,0,10,1000人,同人小说
特种兵：横练宗师，开局偶遇安然,739650,68418,6,43.2万,12,0,10,1829人,军事历史
抗战：开局手搓兵工厂,1243740,98094,25,4376,11,0,10,11509人,同人小说
翻新：变废为宝,387359,46939,5,200,15,0,10,2944人,都市言情
罗律师直播：我普法你却当段子手,413200,32271,0,2288,3,0,10,1906人,都市言情
巫师：开局签到超凡药剂,798905,152527,85,25.6万,26,0,10,9454人,玄幻奇幻
特工：开局郑耀先要收我为徒,18355327,4111682,1014,66.8万,1,7,10,197794人,军事历史
特种兵：从团灭孤狼开始崛起,759995,36683,13,5888,8,10,10,6791人,同人小说
综漫：从型月开始的直播问答,3067002,157802,35,6376,17,1,10,20715人,同人小说
万界问答：诸天名场面播放,1932794,14740,8,1676,5,0,10,2032人,同人小说
呆姐，是国家认证的双骑,496460,22774,17,600,19,0,10,2780人,同人小说
娱乐：神医从令人心动的录取信起,313373,109915,116,2476,62,3,10,6450人,都市言情
洪荒：穿越成草，我手搓个聊天群,2197269,384484,435,236.3万,20,0,10,55175人,玄幻奇幻
让你管理机械厂，你造出光刻机？,1232102,92085,27,129万,23,0,10,5289人,都市言情
融合酒剑仙：御剑除魔被校花曝光,268860,16381,11,33.2万,19,0,10,2733人,恐怖灵异
爆笑新闻黄金眼，你的快乐源泉,352492,43398,1,600,22,0,10,1629人,都市言情
人在木叶，笨鸟先飞,1942867,109955,45,1.4万,1,0,10,7686人,同人小说
